2013-11-10,66.95
2016-05-15,120.96
2016-05-17,74.98
2016-07-11,433.01
2016-07-14,45.77
2016-07-19,45.16
2016-10-09,73.5
2016-10-13,97.67
2016-10-27,148.66
2016-12-09,170.47
2017-03-08,6.28
2017-03-15,52.68
2017-09-05,167.85
2017-10-04,36.17
2018-01-31,156.0
2018-03-01,88.63
2018-06-08,43.56
2018-10-31,152.25
2018-11-26,6.16
2019-12-16,189.74
2020-04-01,199.49
2020-04-06,177.81
